code,name,listedDate,business,website,industry,sector,issuePrice,regCapital,establishDate,chairman,regAddress,officeAddress,tel,email
sz301508,中机认检,2023-12-01,"汽车整车、军用装备、工程机械、特种设备、民航地面设备、零部件等产品检验检测服务,以及产品认证、体系认证和服务认证等认证服务。",http://www.cmhci.com.cn/,社会服务,社会服务,16.82,22608.52,2003-11-28 00:00:00 +0800 CST,付志坚,北京市大兴区北臧村镇天荣街32号,北京市大兴区北臧村镇天荣街32号,010-61256133,cmhci@cmhci.com.cn
sz301509,金凯生科,2023-08-03,"面向全球生命科技领域客户的小分子CDMO服务商,为全球原研药厂的新药研发项目提供小分子药物中间体以及少量原料药的定制研发生产服务,协助其解决创新药研发过程中化合物合成的工艺开发、工艺优化、工艺放大和规模化生产等。",http://www.kingchemchina.com/,医药生物,医药生物,56.56,12044.6669,2009-06-08 00:00:00 +0800 CST,FUMIN WANG（王富民）,辽宁省阜新市阜蒙县伊吗图镇氟化工园区安仁路6号,辽宁省阜新市阜蒙县伊吗图镇氟化工园区安仁路6号,0418-6327768,bod.office@kingchemchina.com
sz301510,固高科技,2023-08-15,运动控制及智能制造的核心技术研发,http://www.googoltech.com.cn/,机械设备,机械设备,12.00,40001.00,1999-10-29 00:00:00 +0800 CST,李泽湘,广东省深圳市南山区高新区南区深港产学研基地西座二楼W211室,深圳市南山区高新区南区深港产学研基地西座二楼W211室,0755-26737258,ir@googoltech.com
sz301511,德福科技,2023-08-17,各类高性能电解铜箔的研发、生产和销售。,http://www.jjdefu.com/,电力设备,电力设备,28.00,63032.20,1985-09-14 00:00:00 +0800 CST,马科,江西省九江市开发区汽车工业园顺意路15号,江西省九江市开发区汽车工业园顺意路15号,13607007117,SAD@jjdefu.com
sz301512,智信精密,2023-07-20,"主要从事自动化设备、自动化线体及夹治具产品的研发、设计、生产、销售和相关技术服务,并为客户实现生产智能化提供软硬件一体化系统解决方案。",http://www.ipi-tech.com/,机械设备,机械设备,39.66,5333.34,2012-03-02 00:00:00 +0800 CST,李晓华,深圳市龙华区观澜街道大富社区建优路8号精密智造大厦2栋厂房101,深圳市龙华区观澜街道大富社区建优路8号精密智造大厦2栋厂房101,0755-27200371,board@ipi-tech.com
sz301513,尚水智能,2026-04-17,从事微纳米材料分散与研磨智能系统研发、设计、生产和销售。,https://www.ss-smartech.com/,电力设备,电力设备,26.66,10000.00,2012-08-31 00:00:00 +0800 CST,金旭东,深圳市坪山区坑梓街道沙田社区深圳市尚水智能股份有限公司1栋101,深圳市坪山区坑梓街道沙田社区深圳市尚水智能股份有限公司1栋101,0755-28380612,ir@ss-smart.cn
sz301515,港通医疗,2023-07-25,为医疗机构提供以医用气体系统及医院洁净手术部为核心的医疗专业工程整体方案。,http://www.gtjt.com,医药生物,医药生物,31.16,10000.00,1998-01-13 00:00:00 +0800 CST,陈永,四川省成都市简阳市凯力威工业大道南段356号,四川省成都市简阳市凯力威工业大道南段356号,028-27126673,gtzb@gtjt.com
sz301516,中远通,2023-12-08,通信电源、新能源电源和工控电源等产品的研发、生产和销售。,http://www.vapel.com/,电力设备,电力设备,6.87,28070.1755,1999-08-24 00:00:00 +0800 CST,吉学龙,广东省深圳市龙岗区宝龙街道宝龙社区宝龙二路36号核达中远通A座厂房1层-9层、B座1-7层、C座1-9层,深圳市龙岗区宝龙街道宝龙社区宝龙二路36号核达中远通A座厂房1层-9层、B座1-7层、C座1-9层,0755-33599662-8367,ir@vapel.com
sz301517,陕西华达,2023-10-17,电连接器及互连产品的研发、生产和销售。,http://www.huada853.com.cn/,国防军工,国防军工,26.87,15123.738,2000-08-10 00:00:00 +0800 CST,范军卫,陕西省西安市高新区普新二路5号,陕西省西安市高新区普新二路5号,029-87552259,huada853@huada853.com.cn
sz301518,长华化学,2023-08-03,聚醚产品的研发、生产、销售。,http://www.chchem.com.cn,基础化工,基础化工,25.75,14546.9515,2010-10-26 00:00:00 +0800 CST,顾仁发,江苏省苏州市江苏扬子江国际化工园北京路20号,江苏省苏州市江苏扬子江国际化工园北京路20号,0512-35003559,ir.db@chchem.com.cn
sz301519,舜禹股份,2023-07-27,主营业务包括二次供水和污水处理业务。,https://www.shunyuwater.com/,环保,环保,20.93,16164.2879,2011-09-08 00:00:00 +0800 CST,李广宏,安徽省合肥市长丰县双凤经济开发区淮南北路8号,安徽省合肥市长丰县双凤经济开发区淮南北路8号,0551-66318181,china@shunyuwater.com
sz301520,万邦医药,2023-09-25,"提供药学研究和临床研究服务,为医药企业和其他医药研发机构提供专业化医药研发外包服务。",http://www.ahwbyy.cn/,医药生物,医药生物,67.88,6666.6667,2006-03-01 00:00:00 +0800 CST,陶春蕾,安徽省合肥市高新区火龙地路299号,安徽省合肥市高新区火龙地路299号,0551-68858187,wbyydmb@ahwbyy.cn
sz301522,上大股份,2024-10-16,高温及高性能合金、高品质特种不锈钢等特种合金产品的研发、生产和销售。,http://www.sdsuperalloys.com/,有色金属,有色金属,6.88,37186.6667,2007-08-23 00:00:00 +0800 CST,栾东海,河北省邢台市清河县挥公大道16号,河北省邢台市清河县挥公大道16号,0319-8178099,zhsd@sdsuperalloys.com
sz301525,儒竞科技,2023-08-30,专注于电力电子及电机控制领域综合产品的研发、生产与销售。,http://www.ruking.com/,机械设备,机械设备,99.57,9431.1768,2003-07-21 00:00:00 +0800 CST,雷淮刚,上海市杨浦区国权北路1688弄75号1204A室,上海市杨浦区国权北路1688弄75号1204A室,021-61811998,ir@ruking.com
sz301526,国际复材,2023-12-26,玻璃纤维及其制品研发、生产、销售。,http://www.cpicfiber.com/,建筑材料,建筑材料,2.66,377087.8048,1991-08-27 00:00:00 +0900 CDT,莫秋实,重庆市大渡口区建桥工业园B区,重庆市大渡口区建桥工业园B区,023-68157868,cpic@cpicfiber.com
sz301528,多浦乐,2023-08-28,无损检测设备的研发、生产和销售。,http://www.cndoppler.cn/,机械设备,机械设备,71.80,6190.00,2008-01-10 00:00:00 +0800 CST,蔡庆生,广东省广州经济技术开发区开创大道1501号2栋一楼,广东省广州经济技术开发区开创大道1501号2栋一楼,020-82075045,stock@cndoppler.cn
sz301529,福赛科技,2023-09-11,专注于汽车内饰件研发、生产和销售的高新技术企业。,http://www.foresight-int.com,汽车,汽车,36.60,8483.721,2006-10-20 00:00:00 +0800 CST,陆文波,安徽省芜湖市鸠江经济开发区灵鸢路2号,安徽省芜湖市鸠江经济开发区灵鸢路2号,0553-5963555,fs@foresight-int.com
sz301531,春光集团,2026-05-11,"公司主营业务为软磁铁氧体磁粉的研发、生产和销售,并沿产业链发展软磁铁氧体磁心、电子元器件和电源等产品。",http://www.cgte.cn/,有色金属,有色金属,13.30,21973.334,2018-05-10 00:00:00 +0800 CST,韩卫东,山东省临沂市高新技术产业开发区双月湖路292号2号楼101,山东省临沂市高新技术产业开发区双月湖路292号2号楼101,0539-7958706,ir@cgte.cn
sz301533,威马农机,2023-08-18,山地丘陵农业机械及其他动力机械产品的研发设计、生产制造和销售。,http://www.weimapower.com,机械设备,机械设备,29.50,9830.67,2009-05-12 00:00:00 +0800 CST,严华,重庆市江津区珞璜工业园B区,重庆市江津区珞璜工业园B区渝祥路3号,023-47633879,security@weimapower.com
sz301535,浙江华远,2025-03-27,定制化汽车系统连接件研发、生产及销售。,http://www.huayare.com,汽车,汽车,4.92,42529.4118,2002-01-16 00:00:00 +0800 CST,姜肖斐,浙江省温州市温州湾新区星海街道金海二道636号,浙江省温州市温州湾新区星海街道金海二道636号,0577-56615077,hy001@huayare.com
sz301536,星宸科技,2024-03-28,视频监控芯片的研发及销售。,http://www.sigmastar.com.cn/,电子,电子,16.16,42171.5232,2017-12-21 00:00:00 +0800 CST,林永育,福建省厦门火炬高新区(翔安)产业区同龙二路942号423-49,厦门市同安区后詹路1号16层,0592-2510108,ir@sigmastar.com.cn
sz301538,骏鼎达,2024-03-20,高分子改性保护材料的设计、研发、生产与销售。,http://www.jddtech.com.cn,基础化工,基础化工,55.82,7840.00,2004-09-08 00:00:00 +0800 CST,杨凤凯,广东省深圳市宝安区沙井街道民主西部工业园E区2栋工业厂房,深圳市宝安区沙井街道民主西部工业园E区2栋工业厂房,0755-29985520;0755-36653229,ir@jddtech.com
sz301539,宏鑫科技,2024-04-15,汽车锻造铝合金车轮的研发、设计、制造和销售。,http://www.hxwheel.cn,汽车,汽车,10.64,14800.00,2006-01-20 00:00:00 +0800 CST,王文志,浙江省台州市黄岩区江口街道德俭路75号1幢,浙江省台州市黄岩区江口街道德俭路75号1幢,0576-84161735,invest@hxtwheel.com
sz301548,崇德科技,2023-09-20,"动压油膜滑动轴承的研发、设计、生产及销售,滚动轴承及相关产品等的销售。",http://www.hnsund.com/,机械设备,机械设备,66.80,8700.00,2003-11-12 00:00:00 +0800 CST,周少华,湖南省湘潭市高新区茶园路9号,湖南省湘潭市高新区茶园路9号,0731-58550880,zqb@hnsund.com
sz301550,斯菱智驱,2023-09-15,汽车轴承的研发、制造和销售。,http://www.slingbearings.com/,汽车,汽车,37.56,23127.50,2004-11-22 00:00:00 +0800 CST,姜岭,浙江省新昌县澄潭街道江东路3号,浙江省新昌县澄潭街道江东路3号,0575-86031996,stock@bbsbearing.com
sz301551,无线传媒,2024-09-26,主营业务为IPTV集成播控服务,http://www.hebiptv.com/,传媒,传媒,9.40,40001.00,2009-04-24 00:00:00 +0800 CST,周江松,河北省石家庄市新石北路368号,石家庄市桥西区勒泰广场B座8-9层,0311-87119025,wxcmzqb@hebiptv.com
sz301552,科力装备,2024-07-22,汽车玻璃总成组件产品的研发、生产和销售。,http://www.keliauto.cn/,汽车,汽车,30.00,12376.00,2013-08-20 00:00:00 +0800 CST,张万武,河北省秦皇岛市经济技术开发区天马湖路12号,河北省秦皇岛市经济技术开发区天马湖路12号,0335-5311592,zqb@keliauto.cn
sz301555,惠柏新材,2023-10-31,"特种配方改性环氧树脂系列产品的研发、生产和销售,主要包括风电叶片用环氧树脂、新型复合材料用环氧树脂、电子电气绝缘封装用环氧树脂等多个应用系列产品。",http://www.wellswam.com,基础化工,基础化工,22.88,9226.67,2010-12-15 00:00:00 +0800 CST,杨裕镜,上海市嘉定区江桥镇博园路558号第2幢,上海市嘉定区江桥镇博园路558号第2幢,021-69116380,board-office@wellswam.com
sz301556,托普云农,2024-10-17,种植业体系农业检测仪器及农业物联网的研发、生产、销售与服务。,https://www.tpynkj.com/,计算机,计算机,14.50,8528.00,2008-04-07 00:00:00 +0800 CST,陈渝阳,浙江省杭州市拱墅区上塘街道溪居路182号18楼1801室,浙江省杭州市拱墅区上塘街道溪居路182号18楼1801室,0571-87011807,zqb@top17.net
sz301557,常友科技,2025-03-04,高分子复合材料制品、轻量化夹芯材料制品的研发、生产与销售业务。,http://www.jscy.vip/,电力设备,电力设备,28.88,4430.7871,2006-12-19 00:00:00 +0800 CST,刘文叶,江苏省常州市金坛区金坛大道92号,江苏省常州市金坛经济开发区亿晶路222号,0519-68227767,jscy-public@jscy.vip
sz301558,三态股份,2023-09-28,出口跨境电商零售和出口跨境电商物流。,http://www.suntekcorps.com,商贸零售,商贸零售,7.33,78885.1223,2008-01-07 00:00:00 +0800 CST,ZHONGBIN SUN,深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦3901,深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦3901,0755-86016968,sfc_info@suntekcorps.com
sz301559,中集环科,2023-10-11,"集罐式集装箱的研发、设计、生产及销售,并基于物联网技术提供定制化的罐箱信息服务。",http://www.cimctank.com/,机械设备,机械设备,24.22,60000.00,2003-08-14 00:00:00 +0800 CST,季国祥,江苏省南通市城港路159号,江苏省南通市城港路159号,0513-85564961,ir_safeway@cimc.com
sz301560,众捷汽车,2025-04-25,从事汽车热管理系统精密加工零部件的研发、生产和销售。,http://www.pxi-automotive.com/,汽车,汽车,16.50,12160.00,2010-02-10 00:00:00 +0800 CST,孙文伟,江苏省常熟市尚湖镇练塘工业集中区(翁家庄),常熟市尚湖镇练塘工业集中区(翁家庄),0512-52413673,szzjdb@pxi-automotive.com
sz301563,云汉芯城,2025-09-30,"通过有效运用数字技术和互联网技术,基于自建自营的云汉芯城B2B线上商城,主要为电子制造产业提供高效、专业的电子元器件供应链一站式服务,并延伸至产品技术方案设计、PCBA生产制造服务、电子工程师技术支持等在内的多个领域。",http://www.ickey.cn/,电子,电子,27.00,6511.6099,2008-05-07 00:00:00 +0800 CST,曾烨,上海漕河泾开发区松江高科技园莘砖公路258号32幢1101室,上海市松江区千帆路237弄9号11层-13层(G60科创云廊),021-31029123,ad@ickey.cn
sz301565,中仑新材,2024-06-20,从事功能性BOPA薄膜、生物降解BOPLA薄膜及聚酰胺6(PA6)等相关材料产品的研发、生产和销售。,http://www.sinolong.net/,基础化工,基础化工,11.88,40001.00,2018-11-19 00:00:00 +0800 CST,杨清金,福建省厦门市海沧区翁角路268-1号,福建省厦门市海沧区翁角路268-1号,0592-6883981,IR@sinolong.net
sz301566,达利凯普,2023-12-29,射频微波瓷介电容器的研发、制造及销售。,http://www.dalicap.com.cn/,电子,电子,8.90,40001.00,2011-03-17 00:00:00 +0800 CST,王大玮,辽宁省大连市金州区董家沟街道金悦街21号,辽宁省大连市金州区董家沟街道金悦街21号,0411-87927508,ir@dalicap.com.cn
sz301567,贝隆精密,2024-01-16,"从事精密结构件的研发、生产和销售,产品主要运用于智能手机、可穿戴设备、智慧安居及汽车电子等行业。",http://www.beilongmj.com/,电子,电子,21.46,7200.00,2007-11-09 00:00:00 +0800 CST,杨炯,浙江省宁波市余姚市舜宇西路184号,浙江省宁波市余姚市舜宇西路184号,0574-62762644-86407,IR@beilongjm.com
sz301568,思泰克,2023-11-28,机器视觉检测设备的研发、生产、销售及增值服务。,http://www.sinictek.com,机械设备,机械设备,23.23,10325.84,2010-11-15 00:00:00 +0800 CST,陈志忠,福建省厦门市火炬高新区同翔高新城市头东一路273号,厦门火炬高新区同翔高新城市头东一路273号,0592-7263060,zqb@sinictek.com
sz301571,国科天成,2024-08-21,红外热成像等光电领域的研发、生产、销售与服务业务。,http://www.teemsun.com.cn/,国防军工,国防军工,11.14,17942.5908,2014-01-08 00:00:00 +0800 CST,罗珏典,北京市海淀区西北旺镇永翔北路3号院5号楼101,北京市海淀区西北旺镇永翔北路3号院5号楼101,010-83437876,tzzgx@teemsun.com.cn
sz301575,艾芬达,2025-09-10,暖通家居产品的研发、设计、生产和销售,http://www.avonflow.com.cn,轻工制造,轻工制造,27.69,8667.00,2005-07-28 00:00:00 +0800 CST,吴剑斌,江西省上饶市上饶经济技术开发区兴业大道97号,江西省上饶市上饶经济技术开发区兴业大道97号,0793-8461303,013@avonflow.com.cn
sz301577,美信科技,2024-01-24,磁性元器件设计、研发、生产与销售。,http://www.fpe.com.cn,通信,通信,36.51,4502.95,2003-09-12 00:00:00 +0800 CST,张定珍,广东省东莞市企石镇江南大道20号,广东省东莞市企石镇江南大道20号,0769-86766535,wanglj@fpe.com.cn
sz301578,辰奕智能,2023-12-28,智能遥控器和智能产品的设计、研发、生产及销售,http://www.seneasy.com/,家用电器,家用电器,48.94,8148.5391,2009-05-06 00:00:00 +0800 CST,胡卫清,广东省惠州市仲恺高新区陈江街道东升村东升中路10号,惠州市仲恺高新区陈江街道东升村东升中路10号,0752-5859599,IR@seneasy.com
sz301580,爱迪特,2024-06-26,自主研发、生产、销售具有国际竞争力的氧化锆瓷块等口腔修复材料。,http://www.aidite.com/,医药生物,医药生物,44.95,10656.4537,2007-03-15 00:00:00 +0800 CST,李洪文,河北省秦皇岛市经济技术开发区都山路9号;秦皇岛市经济技术开发区天池路56号,秦皇岛市经济技术开发区都山路9号,0335-8901545,qhdaidite@aidite.com
sz301581,黄山谷捷,2025-01-03,主要从事功率半导体模块散热基板研发、生产和销售的国家高新技术企业。,http://www.googemetal.com/,汽车,汽车,27.50,8000.00,2012-06-12 00:00:00 +0800 CST,程朝胜,安徽省黄山市徽州区城北工业园文峰西路10号,安徽省黄山市徽州区城北工业园文峰西路16号,0559-3556866,gjzqb@googemetal.com
sz301584,建发致新,2025-09-25,"从事医疗器械直销及分销业务,并为终端医院提供医用耗材集约化运营(SPD)服务。",https://www.innostic.com/,医药生物,医药生物,-,42128.8509,2010-08-30 00:00:00 +0800 CST,余峰,上海市杨浦区杨树浦路288号9层,上海市杨浦区杨树浦路288号9层,021-60430629,jfzx@innostic.com
sz301585,蓝宇股份,2024-12-20,主要从事符合国家节能环保战略方向的数码喷印墨水的研发、生产和销售。,http://www.lanyudigital.com/,基础化工,基础化工,23.95,10400.00,2010-12-30 00:00:00 +0800 CST,郭振荣,浙江省义乌市佛堂镇剡溪路601号,浙江省义乌市佛堂镇剡溪路601号,021-39882516,securitiesservices@lanyudigital.com
sz301586,佳力奇,2024-08-28,"主要从事航空复材零部件的研发、生产及销售,核心产品为飞机复材零部件以及导弹复材零部件,同时公司利用航空复材零部件领域的研发和制造能力,开展相关制造及技术服务。",http://www.jlqgf.com.cn/,国防军工,国防军工,18.09,8297.5503,2004-03-30 00:00:00 +0800 CST,路强,安徽省宿州市高新技术产业园区朝阳路169号,安徽省宿州市高新技术产业园区朝阳路169号,0557-3090096,jlqzqb@jlqgf.com.cn
sz301587,中瑞股份,2024-04-08,主要从事圆柱锂电池精密安全结构件的研发、生产和销售。,http://www.zrelectron.com/,电力设备,电力设备,21.73,14732.804,2001-05-31 00:00:00 +0800 CST,杨学新,江苏省常州市武进国家高新技术产业开发区镜湖路11号、11-1号,武进国家高新技术产业开发区镜湖路11号、11-1号,0519-88867701,ir@zrelectron.com
sz301588,美新科技,2024-03-13,主要从事塑木复合材料及其制品的研发、生产和销售,http://www.newtechwood.cn/,轻工制造,轻工制造,14.50,11886.7754,2004-06-16 00:00:00 +0800 CST,林东融,广东省惠州市惠东县大岭街道十二托乌塘地段,广东省惠州市惠东县大岭街道十二托乌塘地段,0752-6531633,xmzou@meixin-wpc.com
sz301589,诺瓦星云,2024-02-08,主要从事LED显示控制系统及视频处理系统等产品的研发、生产和销售。,http://www.novastar-led.cn/,计算机,计算机,126.89,9244.80,2008-04-29 00:00:00 +0800 CST,袁胜春,陕西省西安市高新区云水三路1699号诺瓦科技园2号楼,陕西省西安市高新区云水三路1699号诺瓦科技园2号楼,029-89566565,dongmiban@novastar.tech
sz301590,优优绿能,2025-06-05,公司是专业从事新能源汽车直流充电设备核心部件研发、生产和销售的国家高新技术企业。,http://www.uugreenpower.cn/,电力设备,电力设备,89.60,4205.3128,2015-08-20 00:00:00 +0800 CST,柏建国,深圳市光明区玉塘街道田寮社区同观路华力特工业园第1栋301,深圳市光明区玉塘街道田寮社区同观路华力特工业园第1栋;深圳市光明区玉塘街道田寮社区同观路远望谷射频识别产业园2栋,0755-27109739,ir@uugreenpower.com
sz301591,肯特股份,2024-02-28,高性能工程塑料零部件及组配件的研发、生产与销售业务。,http://www.njcomptech.com,基础化工,基础化工,19.43,8412.00,2001-06-15 00:00:00 +0800 CST,杨文光,江苏省南京市江宁区滨溪大道106号,江苏省南京市江宁区滨溪大道106号,025-86125766,investor@njcomptech.com
sz301592,六九一二,2024-10-24,"以军事作战需求为导向,凭借较强的军事通信技术研发优势及军事指挥理论研究能力,深度融合“通抗一体”装备发展模式,着眼未来新型作战力量建设需求,致力于研究和发展适应实战化需求的军事训练装备及特种军事装备。",http://www.sc6912.cn,国防军工,国防军工,29.49,7000.00,2017-11-10 00:00:00 +0800 CST,蒋家德,四川省德阳市区祁连山路228号,四川省德阳市区祁连山路228号,028-87589023,sid@sc6912.com
sz301595,太力科技,2025-05-19,真空收纳、壁挂置物、气调保鲜、户外装备、安全防护等多品类家居收纳用品及相关功能材料的研发、生产和销售。,http://www.zs-taili.com/,轻工制造,轻工制造,17.05,10828.00,2003-04-24 00:00:00 +0800 CST,石正兵,广东省中山市石岐区湖滨北路40号之二前座,中山市石岐区湖滨北路40号之二前座,0760-88723360,zqb@tailigo.com
sz301596,瑞迪智驱,2024-05-13,自动化设备传动与制动系统关键零部件研发、生产与销售。,http://www.reachgroup.cn/,机械设备,机械设备,25.92,7716.53,2009-02-06 00:00:00 +0800 CST,卢晓蓉,四川省成都市双流区西航港大道中四段909号,四川省成都市双流区西航港大道中四段909号,028-80518294,db@reachmachinery.com
sz301598,博科测试,2024-12-20,伺服液压测试设备和汽车测试试验设备的研发、设计、制造、销售、系统集成等综合服务。,http://www.bbkco.com.cn,机械设备,机械设备,38.46,5889.7223,2006-05-15 00:00:00 +0800 CST,张延伸,北京市北京经济技术开发区景盛中街20号,北京市北京经济技术开发区景盛中街20号,010-60571237,investors@bbkco.com.cn
sz301599,理奇智能,2026-04-30,"公司专注于物料自动配料、分散乳化、混合搅拌等物料自动化处理领域,提供专业的物料智能处理系统整体解决方案。公司为客户提供咨询、设计、制造、安装、调试、培训及售后的一站式服务,产品广泛应用于锂电制造、精细化工、复合材料等行业。",https://rich-sys.com/,电力设备,电力设备,13.91,43160.00,2018-04-26 00:00:00 +0800 CST,陆浩东,江苏省无锡市锡山经济开发区坊达路238号,无锡市锡山经济开发区坊达路238号,0510-88261225;0510-85080317,SID@rich-sys.com
sz301600,慧翰股份,2024-09-11,"主要从事车联网智能终端、物联网智能模组的研发、生产和销售,同时为客户提供软件和技术服务。",http://www.flairmicro.com,计算机,计算机,39.84,10452.35,2008-07-11 00:00:00 +0800 CST,隋榕华,福建省福州市马尾区江滨东大道116号1#楼5楼,福建省福州市马尾区江滨东大道116号1#楼5楼,0591-88833388,zq@flairmicro.com
sz301601,惠通科技,2025-01-15,高分子材料及双氧水生产领域的设备制造、设计咨询和工程总承包业务。,http://www.httech.com/,机械设备,机械设备,11.80,14048.00,1998-12-08 00:00:00 +0800 CST,张建纲,江苏省扬州市开发区望江路301号,扬州市开发区华扬东路8号,0514-87892400,chentingfei@httech.com
sz301602,超研股份,2025-01-22,专业从事医学影像设备、工业无损检测设备的研发、生产和销售的国家级重点高新技术企业。,http://www.siui.com.cn/,医药生物,医药生物,6.70,42832.9638,1982-11-15 00:00:00 +0800 CST,李德来,广东省汕头市金砂路77号,广东省汕头市金砂路77号;广东省汕头市龙江路3号,0754-88250150,siui-zq@siui.com
sz301603,乔锋智能,2024-07-10,数控机床研发、生产及销售,http://www.jirfine.com/,机械设备,机械设备,26.50,12076.00,2009-05-05 00:00:00 +0800 CST,蒋修华,广东省东莞市常平镇麦元村园华路103号,广东省东莞市常平镇麦元村园华路103号,0769-82328093,ir@jirfine.com
sz301606,绿联科技,2024-07-26,"主要从事3C消费电子产品的研发、设计、生产及销售,致力于为用户提供全方位数码解决方案,产品主要涵盖传输类、音视频类、充电类、移动周边类、存储类五大系列。",http://www.lulian.cn/,电子,电子,21.21,41490.9806,2012-03-16 00:00:00 +0800 CST,何梦新,深圳市龙华区大浪街道高峰社区龙城工贸御安厂区7号办公楼1层-6层、6栋厂房4楼,深圳市龙华区大浪街道高峰社区龙城工贸御安厂区7号办公楼1层-6层、6栋厂房4楼,0755-29355711,irm@ugreen.com
sz301607,富特科技,2024-09-04,新能源汽车高压电源系统研发、生产和销售业务的国家级高新技术企业。,http://www.zjevt.com/,汽车,汽车,14.00,16723.4807,2011-08-10 00:00:00 +0800 CST,李宁川,浙江省湖州市安吉县递铺街道文昌路505号,浙江省湖州市安吉县递铺街道文昌路505号,0571-89971698,ir@hzevt.com
sz301608,博实结,2024-08-01,智能车载终端、智慧出行组件、智能支付硬件、无线通信模组及其他智能硬件等物联网智能化硬件产品的研发设计、生产和销售。,http://www.bsjkj.com/,计算机,计算机,44.50,8899.00,2009-06-04 00:00:00 +0800 CST,周小强,深圳市龙华区民治街道北站社区汇德大厦1号楼2701、2702、2703,深圳市龙华区民治街道北站社区汇德大厦1号楼2701、2702、2703,0755-89891969,bsjir@bsjkj.com
sz301609,山大电力,2025-07-23,"公司是一家致力于电力系统相关智能产品技术研发与产业化的高新技术企业,基于在智能电网领域积累的电网监测技术和电气系统设计及集成化能力,形成了电网智能监测和新能源两大业务板块,主要产品故障录波监测装置、输电线路故障监测装置、时间同步装置处于细分行业领先地位。",http://www.sduept.com,电力设备,电力设备,14.66,16288.00,2001-04-12 00:00:00 +0800 CST,刘英亮,山东省济南市高新区孙村街道飞跃大道3916号,山东省济南市高新区孙村街道飞跃大道3916号,0531-88726689,SDDLdb6689@163.com
sz301611,珂玛科技,2024-08-16,先进陶瓷材料零部件的研发、制造、销售、服务以及泛半导体设备表面处理服务。,http://www.kematek.com/,电子,电子,8.00,43600.00,2009-04-27 00:00:00 +0800 CST,刘先兵,江苏省苏州市高新区新钱路1号,江苏省苏州市高新区新钱路1号,0512-68088521,kematek@kematek.com
sz301613,新铝时代,2024-10-25,新能源汽车电池系统铝合金零部件的研发、生产和销售。,http://alnera.cn,汽车,汽车,27.70,14384.1247,2015-12-18 00:00:00 +0800 CST,何峰,重庆市涪陵区鹤凤大道43号工业园区标准化厂房A区2号厂房,重庆市涪陵区鹤凤大道43号工业园区标准化厂房A区2号厂房,023-71462254,ir@alnera.cn
sz301616,浙江华业,2025-03-27,"公司深耕于塑料机械配套件行业,主要从事塑料成型设备核心零部件研发、生产和销售,主要产品为塑料成型设备的螺杆、机筒、哥林柱及相关配件。",http://www.huaye-machinery.com/,机械设备,机械设备,20.87,8000.00,1994-04-26 00:00:00 +0800 CST,夏增富,浙江省舟山市定海区金塘镇西堠工业集聚区沥港路1号,浙江省舟山市定海区金塘镇西堠工业集聚区沥港路1号,0580-8052292,ir@huaye-machinery.com
sz301617,博苑新材,2024-12-11,"专业从事精细化学品研发、生产、销售及资源综合利用的高新技术企业,主营业务包括有机碘化物、无机碘化物、贵金属催化剂、发光材料、六甲基二硅氮烷等产品的研发、生产、销售,并基于资源综合利用资质与工艺技术优势开展含碘、贵金属等物料的回收利用业务,为客户提供贵金属催化剂、六甲基二硅氮烷等加工服务。",http://www.boyuanchemical.com/,基础化工,基础化工,27.76,13364.00,2008-08-06 00:00:00 +0800 CST,于国清,山东省寿光市侯镇海洋化工园区新海路与大九路路口北200米,山东省寿光市侯镇海洋化工园区新海路与大九路路口北200米,0536-2099456,boyuangufen@boyuanchemical.com
sz301618,长联科技,2024-09-30,印花材料的研发、生产、销售。,http://www.dgclt.com/,基础化工,基础化工,21.12,9021.586,2009-11-04 00:00:00 +0800 CST,卢开平,广东省东莞市寮步镇香博路20号,广东省东莞市寮步镇香博路20号,0769-83269886,Dongmiban@dg-clt.com
sz301622,英思特,2024-12-04,稀土永磁材料应用器件研发、生产和销售。,http://www.instmagnets.com,有色金属,有色金属,22.36,11593.188,2011-06-28 00:00:00 +0800 CST,周保平,内蒙古自治区包头市包头稀土高新技术产业开发区瑞成道2号英思特稀磁产业园,内蒙古自治区包头市包头稀土高新技术产业开发区瑞成道2号英思特稀磁产业园,0472-3331622,zqb@instmagnets.com
sz301626,苏州天脉,2024-10-24,导热散热材料及元器件的研发、生产及销售,http://www.sz-tianmai.com/,电子,电子,21.23,11568.00,2007-07-25 00:00:00 +0800 CST,谢毅,江苏省苏州市吴中区甪直镇汇凯路68号,江苏省苏州市吴中区甪直镇汇凯路68号,0512-66028722,zq@sz-tianmai.com
sz301628,强达电路,2024-10-31,PCB的研发、生产和销售。,https://www.qdcircuits.com/,电子,电子,28.18,7537.58,2004-05-31 00:00:00 +0800 CST,祝小华,深圳市宝安区福海街道展城社区福园一路3号福发工业园A-1栋厂房101-401(一照多址企业),深圳市宝安区福海街道展城社区福园一路3号福发工业园A-1栋厂房101-401,0755-29919816,ir@qdcircuits.com
